task,scene_id,candidate_id,x,y,theta,target_distance,rollout_id,seed,success,failure_type,visibility,ik_margin,collision,video_path,error
TurnOnSinkFaucet,1,0,2.7499861019615515,-1.7999999993561486,4.712296326794897,0.6952892328261312,0,101000,False,policy_failure,True,0.30827247367129484,True,,
TurnOnSinkFaucet,1,0,2.7499861019615515,-1.7999999993561486,4.712296326794897,0.6952892328261312,1,101001,True,success,True,0.30827247367129484,True,,
TurnOnSinkFaucet,1,0,2.7499861019615515,-1.7999999993561486,4.712296326794897,0.6952892328261312,2,101002,False,policy_failure,True,0.30827247367129484,True,,
TurnOnSinkFaucet,1,1,2.48164787049458,-1.6725696820349227,-1.5707963267948934,0.8499999999999999,0,101010,False,policy_failure,True,0.2110419238757049,False,,
TurnOnSinkFaucet,1,1,2.48164787049458,-1.6725696820349227,-1.5707963267948934,0.8499999999999999,1,101011,False,policy_failure,True,0.2110419238757049,False,,
TurnOnSinkFaucet,1,1,2.48164787049458,-1.6725696820349227,-1.5707963267948934,0.8499999999999999,2,101012,False,policy_failure,True,0.2110419238757049,False,,
TurnOnSinkFaucet,1,9,2.226644058831723,-1.6708825007854147,-0.523598775598296,0.95,0,101090,False,policy_failure,True,0.1889179626849133,False,,
TurnOnSinkFaucet,1,9,2.226644058831723,-1.6708825007854147,-0.523598775598296,0.95,1,101091,False,policy_failure,True,0.1889179626849133,False,,
TurnOnSinkFaucet,1,9,2.226644058831723,-1.6708825007854147,-0.523598775598296,0.95,2,101092,False,policy_failure,True,0.1889179626849133,False,,
TurnOnSinkFaucet,1,26,2.7016440588317225,-1.54360663438063,-1.8325957145940432,0.95,0,101260,False,policy_failure,True,0.19834757063116495,False,,
TurnOnSinkFaucet,1,26,2.7016440588317225,-1.54360663438063,-1.8325957145940432,0.95,1,101261,True,success,True,0.19834757063116495,False,,
TurnOnSinkFaucet,1,26,2.7016440588317225,-1.54360663438063,-1.8325957145940432,0.95,2,101262,False,policy_failure,True,0.19834757063116495,False,,
