phase,task,scene_id,candidate_id,rollout_id,seed,success,failure_type,baseline_labels,relative_video_path,absolute_video_path
validation,TurnOnStove,1,21,5,900101425,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_05/TurnOnStove_epoch_rollout_05.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_05/TurnOnStove_epoch_rollout_05.mp4
validation,TurnOnStove,1,21,6,900101426,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_06/TurnOnStove_epoch_rollout_06.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_06/TurnOnStove_epoch_rollout_06.mp4
validation,TurnOnStove,1,21,7,900101427,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_07/TurnOnStove_epoch_rollout_07.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_07/TurnOnStove_epoch_rollout_07.mp4
validation,TurnOnStove,1,21,8,900101428,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_08/TurnOnStove_epoch_rollout_08.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_08/TurnOnStove_epoch_rollout_08.mp4
validation,TurnOnStove,1,21,9,900101429,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_09/TurnOnStove_epoch_rollout_09.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_09/TurnOnStove_epoch_rollout_09.mp4
validation,TurnOnStove,1,21,10,900101430,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_10/TurnOnStove_epoch_rollout_10.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_10/TurnOnStove_epoch_rollout_10.mp4
validation,TurnOnStove,1,21,11,900101431,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_11/TurnOnStove_epoch_rollout_11.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_11/TurnOnStove_epoch_rollout_11.mp4
validation,TurnOnStove,1,21,12,900101432,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_12/TurnOnStove_epoch_rollout_12.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_12/TurnOnStove_epoch_rollout_12.mp4
validation,TurnOnStove,1,21,13,900101433,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_13/TurnOnStove_epoch_rollout_13.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_13/TurnOnStove_epoch_rollout_13.mp4
validation,TurnOnStove,1,21,14,900101434,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_14/TurnOnStove_epoch_rollout_14.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_14/TurnOnStove_epoch_rollout_14.mp4
validation,TurnOnStove,1,21,15,900101435,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_15/TurnOnStove_epoch_rollout_15.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_15/TurnOnStove_epoch_rollout_15.mp4
validation,TurnOnStove,1,21,16,900101436,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_16/TurnOnStove_epoch_rollout_16.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_16/TurnOnStove_epoch_rollout_16.mp4
validation,TurnOnStove,1,21,17,900101437,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_17/TurnOnStove_epoch_rollout_17.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_17/TurnOnStove_epoch_rollout_17.mp4
validation,TurnOnStove,1,21,18,900101438,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_18/TurnOnStove_epoch_rollout_18.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_18/TurnOnStove_epoch_rollout_18.mp4
validation,TurnOnStove,1,21,19,900101439,False,policy_failure,p_IK,TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_19/TurnOnStove_epoch_rollout_19.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene1/TurnOnStove/scene_1/validation_candidate_21/rollout_19/TurnOnStove_epoch_rollout_19.mp4
validation,TurnOnStove,4,0,0,900104000,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_00/TurnOnStove_epoch_rollout_00.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_00/TurnOnStove_epoch_rollout_00.mp4
validation,TurnOnStove,4,0,1,900104001,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_01/TurnOnStove_epoch_rollout_01.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_01/TurnOnStove_epoch_rollout_01.mp4
validation,TurnOnStove,4,0,2,900104002,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_02/TurnOnStove_epoch_rollout_02.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_02/TurnOnStove_epoch_rollout_02.mp4
validation,TurnOnStove,4,0,3,900104003,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_03/TurnOnStove_epoch_rollout_03.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_03/TurnOnStove_epoch_rollout_03.mp4
validation,TurnOnStove,4,0,4,900104004,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_04/TurnOnStove_epoch_rollout_04.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_04/TurnOnStove_epoch_rollout_04.mp4
validation,TurnOnStove,4,0,5,900104005,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_05/TurnOnStove_epoch_rollout_05.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_05/TurnOnStove_epoch_rollout_05.mp4
validation,TurnOnStove,4,0,6,900104006,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_06/TurnOnStove_epoch_rollout_06.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_06/TurnOnStove_epoch_rollout_06.mp4
validation,TurnOnStove,4,0,7,900104007,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_07/TurnOnStove_epoch_rollout_07.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_07/TurnOnStove_epoch_rollout_07.mp4
validation,TurnOnStove,4,0,8,900104008,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_08/TurnOnStove_epoch_rollout_08.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_08/TurnOnStove_epoch_rollout_08.mp4
validation,TurnOnStove,4,0,9,900104009,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_09/TurnOnStove_epoch_rollout_09.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_09/TurnOnStove_epoch_rollout_09.mp4
validation,TurnOnStove,4,0,10,900104010,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_10/TurnOnStove_epoch_rollout_10.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_10/TurnOnStove_epoch_rollout_10.mp4
validation,TurnOnStove,4,0,11,900104011,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_11/TurnOnStove_epoch_rollout_11.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_11/TurnOnStove_epoch_rollout_11.mp4
validation,TurnOnStove,4,0,12,900104012,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_12/TurnOnStove_epoch_rollout_12.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_12/TurnOnStove_epoch_rollout_12.mp4
validation,TurnOnStove,4,0,13,900104013,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_13/TurnOnStove_epoch_rollout_13.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_13/TurnOnStove_epoch_rollout_13.mp4
validation,TurnOnStove,4,0,14,900104014,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_14/TurnOnStove_epoch_rollout_14.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_14/TurnOnStove_epoch_rollout_14.mp4
validation,TurnOnStove,4,0,15,900104015,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_15/TurnOnStove_epoch_rollout_15.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_15/TurnOnStove_epoch_rollout_15.mp4
validation,TurnOnStove,4,0,16,900104016,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_16/TurnOnStove_epoch_rollout_16.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_16/TurnOnStove_epoch_rollout_16.mp4
validation,TurnOnStove,4,0,17,900104017,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_17/TurnOnStove_epoch_rollout_17.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_17/TurnOnStove_epoch_rollout_17.mp4
validation,TurnOnStove,4,0,18,900104018,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_18/TurnOnStove_epoch_rollout_18.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_18/TurnOnStove_epoch_rollout_18.mp4
validation,TurnOnStove,4,0,19,900104019,False,policy_failure,p_ref+p_near+p_IK+p_star,TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_19/TurnOnStove_epoch_rollout_19.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene4/TurnOnStove/scene_4/validation_candidate_00/rollout_19/TurnOnStove_epoch_rollout_19.mp4
validation,TurnOnStove,7,0,0,900107000,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_00/TurnOnStove_epoch_rollout_00.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_00/TurnOnStove_epoch_rollout_00.mp4
validation,TurnOnStove,7,0,1,900107001,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_01/TurnOnStove_epoch_rollout_01.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_01/TurnOnStove_epoch_rollout_01.mp4
validation,TurnOnStove,7,0,2,900107002,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_02/TurnOnStove_epoch_rollout_02.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_02/TurnOnStove_epoch_rollout_02.mp4
validation,TurnOnStove,7,0,3,900107003,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_03/TurnOnStove_epoch_rollout_03.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_03/TurnOnStove_epoch_rollout_03.mp4
validation,TurnOnStove,7,0,4,900107004,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_04/TurnOnStove_epoch_rollout_04.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_04/TurnOnStove_epoch_rollout_04.mp4
validation,TurnOnStove,7,0,5,900107005,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_05/TurnOnStove_epoch_rollout_05.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_05/TurnOnStove_epoch_rollout_05.mp4
validation,TurnOnStove,7,0,6,900107006,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_06/TurnOnStove_epoch_rollout_06.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_06/TurnOnStove_epoch_rollout_06.mp4
validation,TurnOnStove,7,0,7,900107007,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_07/TurnOnStove_epoch_rollout_07.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_07/TurnOnStove_epoch_rollout_07.mp4
validation,TurnOnStove,7,0,8,900107008,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_08/TurnOnStove_epoch_rollout_08.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_08/TurnOnStove_epoch_rollout_08.mp4
validation,TurnOnStove,7,0,9,900107009,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_09/TurnOnStove_epoch_rollout_09.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_09/TurnOnStove_epoch_rollout_09.mp4
validation,TurnOnStove,7,0,10,900107010,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_10/TurnOnStove_epoch_rollout_10.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_10/TurnOnStove_epoch_rollout_10.mp4
validation,TurnOnStove,7,0,11,900107011,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_11/TurnOnStove_epoch_rollout_11.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_11/TurnOnStove_epoch_rollout_11.mp4
validation,TurnOnStove,7,0,12,900107012,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_12/TurnOnStove_epoch_rollout_12.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_12/TurnOnStove_epoch_rollout_12.mp4
validation,TurnOnStove,7,0,13,900107013,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_13/TurnOnStove_epoch_rollout_13.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_13/TurnOnStove_epoch_rollout_13.mp4
validation,TurnOnStove,7,0,14,900107014,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_14/TurnOnStove_epoch_rollout_14.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_14/TurnOnStove_epoch_rollout_14.mp4
validation,TurnOnStove,7,0,15,900107015,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_15/TurnOnStove_epoch_rollout_15.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_15/TurnOnStove_epoch_rollout_15.mp4
validation,TurnOnStove,7,0,16,900107016,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_16/TurnOnStove_epoch_rollout_16.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_16/TurnOnStove_epoch_rollout_16.mp4
validation,TurnOnStove,7,0,17,900107017,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_17/TurnOnStove_epoch_rollout_17.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_17/TurnOnStove_epoch_rollout_17.mp4
validation,TurnOnStove,7,0,18,900107018,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_18/TurnOnStove_epoch_rollout_18.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_18/TurnOnStove_epoch_rollout_18.mp4
validation,TurnOnStove,7,0,19,900107019,False,policy_failure,p_ref+p_near+p_star,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_19/TurnOnStove_epoch_rollout_19.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_00/rollout_19/TurnOnStove_epoch_rollout_19.mp4
validation,TurnOnStove,7,21,0,900107420,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_00/TurnOnStove_epoch_rollout_00.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_00/TurnOnStove_epoch_rollout_00.mp4
validation,TurnOnStove,7,21,1,900107421,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_01/TurnOnStove_epoch_rollout_01.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_01/TurnOnStove_epoch_rollout_01.mp4
validation,TurnOnStove,7,21,2,900107422,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_02/TurnOnStove_epoch_rollout_02.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_02/TurnOnStove_epoch_rollout_02.mp4
validation,TurnOnStove,7,21,3,900107423,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_03/TurnOnStove_epoch_rollout_03.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_03/TurnOnStove_epoch_rollout_03.mp4
validation,TurnOnStove,7,21,4,900107424,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_04/TurnOnStove_epoch_rollout_04.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_04/TurnOnStove_epoch_rollout_04.mp4
validation,TurnOnStove,7,21,5,900107425,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_05/TurnOnStove_epoch_rollout_05.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_05/TurnOnStove_epoch_rollout_05.mp4
validation,TurnOnStove,7,21,6,900107426,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_06/TurnOnStove_epoch_rollout_06.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_06/TurnOnStove_epoch_rollout_06.mp4
validation,TurnOnStove,7,21,7,900107427,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_07/TurnOnStove_epoch_rollout_07.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_07/TurnOnStove_epoch_rollout_07.mp4
validation,TurnOnStove,7,21,8,900107428,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_08/TurnOnStove_epoch_rollout_08.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_08/TurnOnStove_epoch_rollout_08.mp4
validation,TurnOnStove,7,21,9,900107429,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_09/TurnOnStove_epoch_rollout_09.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_09/TurnOnStove_epoch_rollout_09.mp4
validation,TurnOnStove,7,21,10,900107430,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_10/TurnOnStove_epoch_rollout_10.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_10/TurnOnStove_epoch_rollout_10.mp4
validation,TurnOnStove,7,21,11,900107431,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_11/TurnOnStove_epoch_rollout_11.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_11/TurnOnStove_epoch_rollout_11.mp4
validation,TurnOnStove,7,21,12,900107432,False,policy_failure,p_IK,TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_12/TurnOnStove_epoch_rollout_12.mp4,/home/cwl/桌面/SkillBasin/GateA_artifacts/gate_a_20260912_r2/TurnOnStove_scene7/TurnOnStove/scene_7/validation_candidate_21/rollout_12/TurnOnStove_epoch_rollout_12.mp4
