task,scene_id,candidate_id,x,y,theta,target_distance,rollout_id,seed,success,failure_type,visibility,ik_margin,collision,video_path,error
TurnOnStove,7,0,0.859989618801439,-1.5738021507971913,3.1415963267948968,0.25406837430223594,0,107000,False,policy_failure,True,0.06087696854248179,False,,
TurnOnStove,7,0,0.859989618801439,-1.5738021507971913,3.1415963267948968,0.25406837430223594,1,107001,False,policy_failure,True,0.06087696854248179,False,,
TurnOnStove,7,0,0.859989618801439,-1.5738021507971913,3.1415963267948968,0.25406837430223594,2,107002,False,policy_failure,True,0.06087696854248179,False,,
TurnOnStove,7,1,1.3434231033193886,-2.4161029572224155,2.3561944901923466,0.95,0,107010,False,policy_failure,True,0.11326935238303919,False,,
TurnOnStove,7,1,1.3434231033193886,-2.4161029572224155,2.3561944901923466,0.95,1,107011,False,policy_failure,True,0.11326935238303919,False,,
TurnOnStove,7,1,1.3434231033193886,-2.4161029572224155,2.3561944901923466,0.95,2,107012,False,policy_failure,True,0.11326935238303919,False,,
TurnOnStove,7,7,1.202001747082079,-2.2746816009851063,2.6179938779914966,0.75,0,107070,False,policy_failure,True,0.21143705085837564,False,,
TurnOnStove,7,7,1.202001747082079,-2.2746816009851063,2.6179938779914966,0.75,1,107071,False,policy_failure,True,0.21143705085837564,False,,
TurnOnStove,7,7,1.202001747082079,-2.2746816009851063,2.6179938779914966,0.75,2,107072,False,policy_failure,True,0.21143705085837564,False,,
TurnOnStove,7,11,1.4077932544089395,-1.319351515095195,-3.1415926535897913,0.85,0,107110,False,policy_failure,True,0.20564424082382218,False,,
TurnOnStove,7,11,1.4077932544089395,-1.319351515095195,-3.1415926535897913,0.85,1,107111,False,policy_failure,True,0.20564424082382218,False,,
TurnOnStove,7,11,1.4077932544089395,-1.319351515095195,-3.1415926535897913,0.85,2,107112,False,policy_failure,True,0.20564424082382218,False,,
TurnOnStove,7,14,1.0466716611921683,-2.393870567933525,2.0943951023931966,0.7499999999999999,0,107140,False,policy_failure,True,0.23944585264610568,False,,
TurnOnStove,7,14,1.0466716611921683,-2.393870567933525,2.0943951023931966,0.7499999999999999,1,107141,False,policy_failure,True,0.23944585264610568,False,,
TurnOnStove,7,14,1.0466716611921683,-2.393870567933525,2.0943951023931966,0.7499999999999999,2,107142,False,policy_failure,True,0.23944585264610568,False,,
TurnOnStove,7,16,1.492708613537876,-1.9643477034323378,-3.1415926535897913,0.8500000000000001,0,107160,False,policy_failure,True,0.19335443954782291,False,,
TurnOnStove,7,16,1.492708613537876,-1.9643477034323378,-3.1415926535897913,0.8500000000000001,1,107161,False,policy_failure,True,0.19335443954782291,False,,
TurnOnStove,7,16,1.492708613537876,-1.9643477034323378,-3.1415926535897913,0.8500000000000001,2,107162,False,policy_failure,True,0.19335443954782291,False,,
TurnOnStove,7,17,1.0466716611921683,-2.393870567933525,1.8325957145940475,0.7499999999999999,0,107170,False,policy_failure,True,0.21280519672539103,False,,
TurnOnStove,7,17,1.0466716611921683,-2.393870567933525,1.8325957145940475,0.7499999999999999,1,107171,False,policy_failure,True,0.21280519672539103,False,,
TurnOnStove,7,17,1.0466716611921683,-2.393870567933525,1.8325957145940475,0.7499999999999999,2,107172,False,policy_failure,True,0.21280519672539103,False,,
TurnOnStove,7,21,1.2995234482800622,-1.912583894411834,-2.879793265790642,0.65,0,107210,False,policy_failure,True,0.23951676371157235,False,,
TurnOnStove,7,21,1.2995234482800622,-1.912583894411834,-2.879793265790642,0.65,1,107211,False,policy_failure,True,0.23951676371157235,False,,
TurnOnStove,7,21,1.2995234482800622,-1.912583894411834,-2.879793265790642,0.65,2,107212,False,policy_failure,True,0.23951676371157235,False,,
TurnOnStove,7,22,1.3434231033193886,-2.4161029572224155,2.6179938779914966,0.95,0,107220,False,policy_failure,True,0.11326935236669243,False,,
TurnOnStove,7,22,1.3434231033193886,-2.4161029572224155,2.6179938779914966,0.95,1,107221,False,policy_failure,True,0.11326935236669243,False,,
TurnOnStove,7,22,1.3434231033193886,-2.4161029572224155,2.6179938779914966,0.95,2,107222,False,policy_failure,True,0.11326935236669243,False,,
TurnOnStove,7,23,1.3211907140304957,-1.3693515150951951,-2.3561944901923426,0.75,0,107230,False,policy_failure,True,0.21143705071457164,False,,
TurnOnStove,7,23,1.3211907140304957,-1.3693515150951951,-2.3561944901923426,0.75,1,107231,False,policy_failure,True,0.21143705071457164,False,,
TurnOnStove,7,23,1.3211907140304957,-1.3693515150951951,-2.3561944901923426,0.75,2,107232,False,policy_failure,True,0.21143705071457164,False,,
TurnOnStove,7,25,1.4943957947873847,-2.2193515150951955,2.3561944901923457,0.95,0,107250,False,policy_failure,True,0.1558153020086348,False,,
TurnOnStove,7,25,1.4943957947873847,-2.2193515150951955,2.3561944901923457,0.95,1,107251,False,policy_failure,True,0.1558153020086348,False,,
TurnOnStove,7,25,1.4943957947873847,-2.2193515150951955,2.3561944901923457,0.95,2,107252,False,policy_failure,True,0.1558153020086348,False,,
